Alexander 0,4,3,2,3,0,2,0,2,3,2
Alf 0,4,1,2,3,3,3,0,3,1,0
Allan 0,3,3,2,1,0,0,0,4,0,2
Anders 0,0,2,2,4,3,1,3,2,2,3
Andreas 0,3,3,4,0,3,3,2,4,2,0
Anton 0,3,0,0,3,0,0,3,1,3,4
Arne 0,4,2,3,3,1,3,1,3,4,0
Arvid 0,0,4,1,3,2,2,1,0,1,1
Axel 0,0,3,4,1,0,4,4,3,1,0
Bengt 0,3,1,3,3,2,2,1,3,0,1
Bertil 0,4,0,3,3,1,4,3,4,1,2
Birger 0,4,2,1,3,3,1,3,2,2,3
Björn 0,3,2,0,3,2,4,2,4,4,3
Bo 0,2,0,0,4,3,0,0,3,2,2
Bror 0,2,2,0,1,2,4,0,0,2,1
Börje 0,0,3,2,2,4,4,0,1,0,1
Carl 0,2,0,1,4,1,3,2,1,3,0
Christer 0,2,3,1,1,2,0,1,4,4,1
Christian 0,2,0,2,4,4,3,3,1,1,4
Daniel 0,3,0,0,4,0,0,1,0,1,1
David 0,3,1,2,1,0,3,1,4,1,1
Einar 0,2,0,2,1,1,3,4,1,1,1
Emanuel 0,2,3,4,4,2,4,2,0,0,0
Emil 0,4,4,0,0,1,1,4,2,3,4
Eric 0,3,0,4,3,1,1,3,2,1,2
Erik 0,4,3,1,4,1,3,1,2,3,2
Ernst 0,0,3,4,0,4,2,0,2,4,0
Evert 0,1,0,1,2,4,2,0,2,0,1
Folke 0,2,1,4,4,2,3,0,2,3,4
Fredrik 0,4,0,3,4,1,3,1,2,1,0
Georg 0,1,3,3,1,3,2,1,3,0,0
Gunnar 0,3,2,0,0,4,2,3,3,4,3
Gustaf 0,4,0,1,0,3,4,2,4,3,0
Gustav 0,3,2,1,4,4,2,3,3,0,0
Göran 0,2,0,3,0,4,0,2,3,2,0
Gösta 0,0,2,2,0,0,2,2,2,3,2
Hans 0,2,0,4,4,3,3,3,3,0,4
Harald 0,0,3,2,4,2,4,2,0,3,4
Harry 0,2,2,2,0,4,4,0,4,1,1
Henrik 0,2,0,0,2,2,2,3,0,0,2
Henry 0,4,2,2,3,0,0,0,2,1,0
Håkan 0,1,0,3,3,2,3,0,3,0,0
Ingemar 0,3,1,4,3,4,2,1,0,4,4
Ingvar 0,3,3,1,3,4,2,4,0,4,1
Ivar 0,2,4,4,3,3,2,1,0,1,0
Jan 0,1,0,2,1,4,4,3,2,0,2
Johan 0,2,4,4,2,3,4,1,3,3,3
Johannes 0,2,4,4,0,0,1,4,3,4,2
John 0,4,3,4,0,4,4,1,2,4,0
Jonas 0,2,0,3,3,4,4,4,2,4,4
Marcus 0,2,1,1,3,2,2,0,1,3,1
Martin 0,4,2,4,3,0,0,3,4,1,2
Agneta 0,2,1,3,3,3,2,2,0,4,0
Alice 0,4,0,4,0,0,2,0,3,1,4
Amanda 0,0,3,4,4,3,0,3,1,2,1
Anette 0,4,1,3,1,4,0,4,1,1,2
Anita 0,4,4,0,3,0,4,0,3,3,0
Ann 0,0,0,2,0,1,2,1,4,3,1
Anna 0,3,4,4,0,1,3,4,3,2,3
Annika 0,2,1,1,2,4,4,0,1,4,2
Astrid 0,0,1,4,1,4,2,3,0,1,4
Barbro 0,3,4,0,0,2,0,2,3,2,4
Berit 0,3,4,0,1,4,3,3,0,0,1
Birgit 0,4,1,4,1,1,4,1,0,4,3
Birgitta 0,1,1,1,0,1,0,0,3,0,3
Britt 0,1,3,3,4,1,0,3,1,3,0
Camilla 0,2,3,1,3,2,3,1,2,0,1
Carina 0,4,3,4,0,0,3,2,3,2,3
Caroline 0,1,3,0,3,4,3,2,1,4,4
Cecilia 0,0,0,4,2,2,3,4,2,3,1
Charlotta 0,0,1,1,3,0,3,4,2,4,1
Christina 0,4,3,1,0,1,2,2,3,3,2
Edit 0,1,1,3,3,0,1,0,4,2,4
Elin 0,2,4,3,0,1,1,0,0,4,1
Elisabet 0,3,4,0,4,1,0,0,3,4,2
Elisabeth 0,0,2,1,1,2,2,2,1,2,1
Elsa 0,4,4,2,3,3,1,3,2,3,2
